model,node21_score,time_sec,sens@0.25,sens@0.5,sens@1,sens@2,sens@4,sens@8
checkpoint_coco_monocanal_balanceado_epoch_08_20251229_091533.pth,0.5549450549395111,183.2,0.31968031967712607,0.49750249749752745,0.6123876123814946,0.6333666333603061,0.6333666333603061,0.6333666333603061
checkpoint_coco_monocanal_desbalanceado_epoch_10_20251229_173827.pth,0.5432900432846158,188.0,0.28371628371344937,0.5304695304642311,0.6113886113825036,0.6113886113825036,0.6113886113825036,0.6113886113825036
checkpoint_coco_monocanal_balanceado_epoch_15_20251229_091533.pth,0.5419580419526278,184.3,0.32467532467208116,0.48151848151367116,0.5934065934006653,0.6173826173764497,0.6173826173764497,0.6173826173764497
checkpoint_coco_monocanal_balanceado_epoch_09_20251229_091533.pth,0.5387945387891563,183.1,0.262737262734638,0.5404595404541412,0.6073926073865396,0.6073926073865396,0.6073926073865396,0.6073926073865396
checkpoint_coco_monocanal_desbalanceado_epoch_12_20251229_173827.pth,0.5371295371241712,185.9,0.27572427572152125,0.525474525469276,0.6053946053885575,0.6053946053885575,0.6053946053885575,0.6053946053885575
checkpoint_coco_monocanal_balanceado_epoch_17_20251229_091533.pth,0.5356310356256846,182.7,0.3126873126841889,0.5084915084864287,0.5914085914026832,0.6003996003936024,0.6003996003936024,0.6003996003936024
checkpoint_coco_monocanal_desbalanceado_epoch_11_20251229_173827.pth,0.5323010322957146,185.7,0.2787212787184943,0.49750249749752745,0.5544455544400155,0.5884115884057102,0.6373626373562701,0.6373626373562701
checkpoint_coco_3canales_desbalanceado_epoch_08_20251230_014536.pth,0.5283050282997505,182.3,0.42957042956613817,0.49750249749752745,0.5494505494450604,0.5644355644299257,0.5644355644299257,0.5644355644299257
checkpoint_coco_monocanal_desbalanceado_epoch_16_20251229_173827.pth,0.5269730269677625,186.0,0.3216783216751081,0.49150849150358134,0.5744255744198359,0.5914085914026832,0.5914085914026832,0.5914085914026832
checkpoint_coco_3canales_desbalanceado_epoch_09_20251230_014536.pth,0.5269730269677625,182.5,0.4365634365590753,0.5144855144803747,0.5444555444501054,0.5554445554390065,0.5554445554390065,0.5554445554390065
checkpoint_coco_3canales_balanceado_epoch_10_20251230_052422.pth,0.525474525469276,185.9,0.36063936063575786,0.5124875124823928,0.5594405594349706,0.5734265734208449,0.5734265734208449,0.5734265734208449
checkpoint_coco_monocanal_desbalanceado_epoch_13_20251229_173827.pth,0.5224775224723028,185.5,0.28371628371344937,0.5054945054894556,0.5864135864077281,0.5864135864077281,0.5864135864077281,0.5864135864077281
checkpoint_coco_3canales_balanceado_epoch_06_20251230_052422.pth,0.5223110223058044,184.0,0.3506493506458477,0.5094905094854196,0.5654345654289167,0.5694305694248808,0.5694305694248808,0.5694305694248808
checkpoint_coco_3canales_balanceado_epoch_07_20251230_052422.pth,0.5214785214733119,183.9,0.3616383616347489,0.5064935064884466,0.5554445554390065,0.5684315684258898,0.5684315684258898,0.5684315684258898
best_coco_3canales_balanceado_frcnn_node21_20251230_052422.pth,0.5214785214733119,184.0,0.3616383616347489,0.5064935064884466,0.5554445554390065,0.5684315684258898,0.5684315684258898,0.5684315684258898
checkpoint_coco_3canales_balanceado_epoch_11_20251230_052422.pth,0.5213120213068135,184.0,0.3396603396569465,0.5104895104844107,0.5664335664279078,0.5704295704238719,0.5704295704238719,0.5704295704238719
checkpoint_coco_3canales_balanceado_epoch_01_20251230_052422.pth,0.5206460206408194,183.4,0.3226773226740991,0.41858141857723696,0.49250749250257236,0.5714285714228629,0.6553446553381085,0.6633366633300366
checkpoint_coco_monocanal_balanceado_epoch_19_20251229_091533.pth,0.5199800199748253,181.9,0.3256743256710722,0.5084915084864287,0.5714285714228629,0.5714285714228629,0.5714285714228629,0.5714285714228629
